"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=M&datecode=202111&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Wed Mar 23 2022 10:36:44 GMT-0400 (Eastern Daylight Saving Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"Moberly",6651,"MO","Electric Utility","GT","DFO","Petroleum Liquids"
"Mobile",6229,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Moccasin",381,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Moccasin Low Head Hydro Project",751,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mocksville Farm",58313,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mocksville Solar",59570,"NC","Electric Utility","PV","SUN","Solar Photovoltaic"
"Model City Energy Facility",55757,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"Model Gas Power Station",56863,"OH","IPP Non-CHP","IC","LFG","Landfill Gas"
"Modern Innovative Energy LLC",56323,"NY","IPP Non-CHP","IC","LFG","Landfill Gas"
"Modlin Solar Farm",60417,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Moffett Solar Project",60658,"SC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mohave County Wind Farm",63114,"AZ","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mohave Electric Cooperative at Joy Lane",63554,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mohave Electric at Fort Mohave",59819,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mohea Solar Energy Center, LLC",63463,"SC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mohonasen Central School District",63511,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mojave 16/17/18",50821,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mojave 3/4/5",52142,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mojave Siphon",7072,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mojave Solar Project",57331,"CA","IPP Non-CHP","ST","SUN","Solar Thermal without Energy Storage"
"Moline",899,"IL","Electric Utility","GT, HY","NG, WAT","Multiple"
"Molson Coors Shenandoah Brewery",58057,"VA","Industrial Non-CHP","GT","OBG","Other Waste Biomass"
"Mon Valley Works",50732,"PA","Industrial CHP","ST","BFG","Other Gases"
"Moncure Farm LLC",59123,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mondelez Global LLC",54933,"IL","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Mongaup Falls",2630,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Monroe (MI)",1733,"MI","Electric Utility","IC, ST","DFO, RC","Multiple"
"Monroe (MO)",2146,"MO","Electric Utility","IC","DFO","Petroleum Liquids"
"Monroe (NE)",2273,"NE","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Monroe Community College Plant",58201,"NY","Commercial CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Monroe County Sites A & B",61509,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Monroe County Sites C, D, & E",61510,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Monroe Generating Station",57505,"NC","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Monroe Middle School",56343,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Monroe Moore Farm",59578,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Monroe Solar Facility",60383,"NC","Electric Utility","PV","SUN","Solar Photovoltaic"
"Monroe Solar Farm, LLC",63451,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Monroe Street",9095,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Monroeville Solar",63181,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Monson Solar",59464,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Monson Solar, LLC",62203,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mont Belvieu Cogeneration Unit",57322,"TX","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"MontSun Community Solar",61586,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Montague Road Solar",64042,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Montague Site 36-Grosolar",62092,"MA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Montague Wind Power Facility LLC",58099,"OR","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Montana Power Station",58562,"TX","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Montana Solar Facility",60300,"TX","Electric Utility","PV","SUN","Solar Photovoltaic"
"Montauk Energy Storage Center",62734,"NY","IPP Non-CHP","BA","MWH","Batteries"
"Montclair State University Cogen",63501,"NJ","Commercial CHP","GT, IC","NG","Multiple"
"Monte Vista Solar 2 CSG, LLC",64024,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Montefieor Medical Center Moses Division",58507,"NY","Commercial CHP","GT, IC","DFO, NG","Multiple"
"Montefiore - Westchester Square",61025,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Montefiore Mount Vernon Hospital",62589,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Montefiore Nyack Hospital",63662,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Montefiore Weiler (Einstein) Hospital",63539,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Montefiore-New Rochelle",63602,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Monterey Diesel Generation Facility",59614,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Monterey One Water",54951,"CA","Commercial CHP","IC","OBG","Other Waste Biomass"
"Monterey Regional Water Pollution Control Agency",58633,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Montevideo Solar LLC, CSG",61870,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Montezuma",1165,"IA","Electric Utility","IC","DFO, NG","Multiple"
"Montezuma Wind II",57701,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Montfort Wind Energy Center",55742,"WI","Electric Utility","WT","WND","Onshore Wind Turbine"
"Montgomery County",60925,"TX","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Montgomery County Correctional Facility",60820,"MD","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Montgomery County Oaks LFGE Plant",55885,"MD","IPP Non-CHP","IC","LFG","Landfill Gas"
"Montgomery County Resource Recovery",50657,"MD","IPP Non-CHP","ST","MSW","Municipal Solid Waste"
"Montgomery County Solar",61608,"MD","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Montgomery Creek Hydro",55009,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Montgomery Solar LLC",58649,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Montgomery Winsted CSG",61456,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Monticello Dam",7646,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Monticello Nuclear Facility",1922,"MN","Electric Utility","ST","NUC","Nuclear"
"Monticello Project CSG",62105,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Montpelier",7791,"OH","Electric Utility","IC","DFO","Petroleum Liquids"
"Montpelier Electric Generating Station",55229,"IN","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Montrose Solar",60529,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Montross Solar",64093,"VA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Montville Station",546,"CT","IPP Non-CHP","IC, ST","DFO, NG, RFO","Multiple"
"Monument",2851,"OH","IPP Non-CHP","IC","DFO","Petroleum Liquids"
"Moody Air Force Base Solar",62377,"GA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Moonlight Packing - Phase 2",63514,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Moore Road Community Solar",64091,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Moore Solar",64193,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Moore Solar Farm",58337,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mooreland",3008,"OK","Electric Utility","ST","NG","Natural Gas Steam Turbine"
"Moorhead Wind Turbine",7855,"MN","Electric Utility","WT","WND","Onshore Wind Turbine"
"Moorings Farm",58338,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Moorings Farm 2, LLC",61405,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Moose Lake",1996,"MN","Electric Utility","IC","DFO, NG","Multiple"
"Moose River",10196,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mooseheart Power House",50337,"IL","Commercial CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Mooseheart School - (IL)",64368,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mooseheart School Solar",63073,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mora",1997,"MN","Electric Utility","IC","DFO, NG","Multiple"
"Mora Drop Hydroelectric Project",56498,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Moraine CSG",64789,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Moraine II Wind LLC",56794,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Moraine Wind LLC",56174,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Moreau",6652,"MO","Electric Utility","GT","DFO","Petroleum Liquids"
"Morehead Generating Facility",62641,"KY","IPP Non-CHP","IC","LFG","Landfill Gas"
"Morelos del Sol",60007,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Moretown",56891,"VT","IPP Non-CHP","IC","LFG","Landfill Gas"
"Moretown Generating Station",52033,"VT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Morgan Community Solar",60942,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Morgan Creek",3492,"TX","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Morgan Energy Center",55293,"AL","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Morgan Falls",717,"GA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Morgan Farm, LLC",60133,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Morgan Lancaster 1",59942,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Morgan Solar 1 CSG",64741,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Morgan Solar 1b CSG",64742,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Morgan Solar 2, LLC CSG",64159,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Morgan Solar 4, LLC CSG",64100,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Morgan Solar Center",61855,"OR","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Morgan's Corner",60422,"NC","Electric Utility","PV","SUN","Solar Photovoltaic"
"Morganton Station 5",56344,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Morganton, Parker Road",56064,"NC","Electric Utility","IC","DFO","Petroleum Liquids"
"Morgantown",60388,"PA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Morgantown Energy Facility",10743,"WV","IPP CHP","ST","WC","Conventional Steam Coal"
"Morgantown Generating Plant",1573,"MD","IPP Non-CHP","GT, ST","BIT, DFO","Multiple"
"Morgantown Solar Park",57362,"PA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Morin Solar 2013 LLC",60612,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mormon Flat",148,"AZ","Electric Utility","HY, PS","WAT","Multiple"
"Morning Light Wind Farm",57875,"IA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Morning View",61881,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Morony",2191,"MT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Morris Cogeneration LLC",55216,"IL","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Morrisville",3764,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Morrow Point",514,"CO","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Morton Salt Rittman",54335,"OH","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Mosaic Co Bartow Facility",50633,"FL","Industrial CHP","ST","WH","All Other"
"Mosaic Co Tampa Facility",10204,"FL","Industrial CHP","ST","WH","All Other"
"Mosaic New Wales Operations",10434,"FL","Industrial CHP","ST","WH","All Other"
"Mosaic Phosphates Uncle Sam",10198,"LA","Industrial CHP","ST","WH","All Other"
"Mosaic South Pierce Operations",10004,"FL","Industrial CHP","ST","WH","All Other"
"Moselle",2070,"MS","Electric Utility","CA, CT, GT, ST","NG","Multiple"
"Moser Generating Station",3163,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Moshier",2588,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mosinee Mill",50614,"WI","Industrial CHP","HY, ST","BLQ, WAT","Multiple"
"Mossyrock",3918,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mother Ann Lee",1359,"KY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Motiva Enterprises Port Arthur Refinery",50973,"TX","Industrial CHP","CA, CT, GT","NG","Multiple"
"Mottville",1761,"MI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Moulton Wind Power",55981,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mount Clinton",56004,"VA","Electric Utility","GT, IC","DFO","Petroleum Liquids"
"Mount Elbert",6208,"CO","Electric Utility","PS","WAT","Hydroelectric Pumped Storage"
"Mount Hope East",63749,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mount Hope West",63748,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mount Joy Wire",62741,"PA","Industrial CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Mount Kisco Landfill Solar & Storage CSG",63774,"NY","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"Mount Olive Farm",59107,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mount Olive Solar",59908,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mount Saint Mary's",57758,"MD","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mount Signal Solar Farm II",61353,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mount Signal Solar Farm V",61202,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mount Sinai - Brooklyn",63581,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Mount Sinai Beth Israel",61569,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Mount Sinai Hospital",61416,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Mount Sinai South Nassau Hospital",62447,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Mount Vernon Solar",60585,"GA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Mountain",3111,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Mountain Breeze Wind, LLC",62840,"CO","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mountain Creek",3453,"TX","IPP Non-CHP","ST","NG","Natural Gas Steam Turbine"
"Mountain Home",56636,"ID","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mountain Home Energy Center",59809,"TN","IPP Non-CHP","IC","DFO, NG","Multiple"
"Mountain Island",2728,"NC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mountain Lake",1998,"MN","Electric Utility","IC, WT","DFO, WND","Multiple"
"Mountain View",56687,"PA","IPP Non-CHP","IC","LFG","Landfill Gas"
"Mountain View I&2",55719,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mountain View III",56112,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mountain View IV",57459,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mountain View Solar",58544,"NV","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mountain Village",6329,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Mountain Wind Power II LLC",56753,"WY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mountain Wind Power LLC",56752,"WY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mountaineer",6264,"WV","Electric Utility","ST","BIT","Conventional Steam Coal"
"Mountaineer Wind Energy Center",55986,"WV","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mountainview Generating Station",358,"CA","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mower County Wind Energy Center",56424,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Moxie Freedom Generation Plant",59906,"PA","IPP Non-CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Moyie Springs",6506,"ID","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mt Hope Solar",63663,"OR","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mt Ida Hydroelectric",50031,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mt Olive Farm 2",58345,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mt Olive Solar 1",59645,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mt Pleasant",1166,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Mt Poso Cogeneration",54626,"CA","IPP CHP","ST","WDS","Wood/Wood Waste Biomass"
"Mt Storm",3954,"WV","Electric Utility","GT, ST","BIT, JF","Multiple"
"Mt Wachusett Community College",58025,"MA","Commercial Non-CHP","WT","WND","Onshore Wind Turbine"
"Mt. Home Solar 1, LLC",59695,"ID","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mt. Hope DPC Solar",60893,"WI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mt. Jackson Solar",61318,"VA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mt. Morris Solar CSG",64905,"IL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mt. Tom Solar Project Hybrid",60906,"MA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"Mt.Sinai-St.Lukes Roosevelt Hosp. Center",62453,"NY","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Mtn. Solar 1",63276,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mtn. Solar 2",63277,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mtn. Solar 3 CSG",63379,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mtn. Solar 4 (CSG)",65178,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Muck Valley Hydroelectric",10458,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Mud Garden Solar",63427,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Muddy Run",3164,"PA","IPP Non-CHP","PS","WAT","Hydroelectric Pumped Storage"
"Mulberry Cogeneration Facility",54426,"FL","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mulberry Farm LLC",59184,"TN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Multitrade Rabun Gap, LLC",50201,"GA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Mulvane 2",7976,"KS","Electric Utility","IC","DFO","Petroleum Liquids"
"Munich Re Plaza",59844,"NJ","Commercial Non-CHP","PV","SUN","Solar Photovoltaic"
"Municipal Cogen Plant",50674,"CA","Commercial Non-CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Municipal Light",193,"AR","Electric Utility","IC","DFO","Petroleum Liquids"
"Municipal Power Plant",56504,"MI","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Munnsville Wind Farm LLC",56594,"NY","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Munro Valley Solar",60412,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Munster Landfill Gas-to-Energy",59808,"IN","IPP Non-CHP","IC","LFG","Landfill Gas"
"Murdock Solar",59509,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Murphy Farm Power, LLC",57677,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Murphy Flat Solar",60009,"ID","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Murphy-Brown LLC",55002,"NC","Industrial Non-CHP","IC","DFO","Petroleum Liquids"
"Murphys",261,"CA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Murray",7166,"AR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Murray Hill Solar",57471,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Murray Treadwell Farms",64281,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Murray Turbine",8010,"UT","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Muscatine Plant #1",1167,"IA","Electric Utility","ST","RC, SUB","Conventional Steam Coal"
"Muscle Shoals",62462,"AL","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Muscogee Public Works",62881,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Museum of Science and Industry",58635,"IL","Commercial CHP","IC","NG","Natural Gas Internal Combustion Engine"
"Musgrave East Solar Farm",61003,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Musgrave West Solar Farm",61015,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Music City Community Solar",62468,"TN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Muskogee",2952,"OK","Electric Utility","ST","NG, SUB","Multiple"
"Muskogee Mill",10362,"OK","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Musselshell Wind Project",57963,"MT","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Musselshell Wind Project Two LLC",57965,"MT","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mustang",2953,"OK","Electric Utility","GT, PV","NG, SUN","Multiple"
"Mustang Hills LLC",57833,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Mustang Solar",61533,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Mustang Station",55065,"TX","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Mustang Station Unit 4",56326,"TX","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Mustang Two",62015,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Myrtle Beach",3320,"SC","Electric Utility","GT","DFO","Petroleum Liquids"
"Mystic",2192,"MT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Mystic Generating Station",1588,"MA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"NAEA Lakewood LLC",54640,"NJ","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"NAEA Ocean Peaking Power LLC",55938,"NJ","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"NAFTA Region Olefins Complex Cogen Fac",55122,"TX","Industrial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"NASA Johnson Space Center CHP",62762,"TX","IPP CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"NASA Wallops Flight Facility Solar",62948,"VA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"NBC Field's Point Wind Farm",59692,"RI","Commercial Non-CHP","WT","WND","Onshore Wind Turbine"
